Record_ID,Region,District,Year,Season,Crop,Temp_Min_C,Temp_Max_C,Rainfall_mm,Humidity_Pct,Solar_Rad_MJm2,Soil_pH,Organic_Carbon_Pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Crop_Yield_kg_ha,GDD_Degree_Days,RAI_Index,THI_Index,SNI_Index
AGR_Cen_2018_01942,Central_Zone,MP_Narmada,2018,Rabi,Wheat,19.49,31.53,156.84,62.14,11.33,7.24,0.489,156.6,21.6,227.1,3385.87,1861.2,-0.857,73.77,55.98
AGR_Cen_2023_01943,Central_Zone,MP_Narmada,2023,Rabi,Wheat,19.64,33.62,192.37,59.28,10.0,7.93,0.833,198.5,25.0,236.9,4384.54,1995.6,-0.775,75.01,58.06
AGR_Cen_2023_01944,Central_Zone,CG_Plains,2023,Kharif,Soybean,22.84,33.01,1038.71,95.0,10.0,6.58,0.5,213.7,26.7,169.7,3135.52,2151.0,1.11,81.68,62.33
AGR_Cen_2020_01945,Central_Zone,UP_Bundelkhand,2020,Rabi,Maize,20.79,31.42,226.35,69.13,10.05,6.35,0.374,164.9,17.8,189.2,3456.49,1932.6,-0.768,75.44,58.57
AGR_Cen_2023_01946,Central_Zone,UP_Bundelkhand,2023,Rabi,Rice,18.93,28.36,165.82,56.92,13.58,6.09,0.639,221.7,19.7,238.6,4744.68,1637.4,-0.911,70.64,78.82
AGR_Cen_2018_01947,Central_Zone,UP_Bundelkhand,2018,Rabi,Wheat,20.134999999999998,28.49,138.87,56.92,12.31,6.59,0.906,188.7,22.3,158.1,4085.92,1717.5,-0.975,71.55,56.01
AGR_Cen_2023_01948,Central_Zone,MP_Narmada,2023,Zaid,Pulses,28.96,40.89,75.28,63.46,13.1,6.0,0.2,212.4,15.6,175.5,1235.67,2991.0,-1.043,87.43,67.25
AGR_Cen_2022_01949,Central_Zone,MP_Narmada,2022,Rabi,Soybean,18.14,29.94,221.82,67.32,12.23,6.47,0.371,172.1,11.2,228.1,2373.66,1684.8,-0.708,72.19,63.59
AGR_Cen_2022_01950,Central_Zone,CG_Plains,2022,Rabi,Cotton,18.12,31.45,218.31,63.67,10.0,6.51,0.624,97.8,21.3,177.9,2236.28,1774.2,-0.78,72.9,45.62
AGR_Cen_2023_01951,Central_Zone,UP_Bundelkhand,2023,Kharif,Maize,23.43,34.58,888.47,80.21,10.0,6.99,0.827,178.7,13.3,221.7,4219.84,2280.6,0.793,81.4,59.18
AGR_Cen_2022_01952,Central_Zone,UP_Bundelkhand,2022,Kharif,Pulses,23.41,32.47,888.47,79.32,10.0,6.84,0.584,236.0,25.5,152.5,2223.31,2152.8,0.793,79.57,60.53
AGR_Cen_2023_01953,Central_Zone,CG_Plains,2023,Rabi,Rice,21.26,32.35,210.35,61.55,11.9,6.49,0.842,229.8,27.9,210.2,5081.13,2016.6,-0.798,75.54,72.1
AGR_Cen_2018_01954,Central_Zone,CG_Plains,2018,Kharif,Rice,23.53,32.18,1141.23,91.08,10.0,7.05,0.768,189.8,24.3,210.7,5342.49,2142.6,1.346,81.03,60.26
AGR_Cen_2021_01955,Central_Zone,UP_Bundelkhand,2021,Kharif,Maize,21.01,33.73,613.42,80.18,11.23,6.9,0.256,186.5,29.9,191.2,4213.37,2084.4,0.144,78.78,59.07
AGR_Cen_2021_01956,Central_Zone,CG_Plains,2021,Rabi,Wheat,17.3,25.5,132.47,42.23,12.35,6.78,0.573,161.6,21.3,172.1,3569.35,1368.0,-0.978,66.52,52.36
AGR_Cen_2018_01957,Central_Zone,JH_Plateau,2018,Rabi,Maize,19.07,29.24,214.09,56.335,11.38,7.5,0.902,239.1,17.7,273.4,3934.15,1698.6,-0.761,71.28,70.69
AGR_Cen_2022_01958,Central_Zone,CG_Plains,2022,Rabi,Soybean,20.53,27.79,270.8,46.53,10.49,6.28,0.788,200.0,20.7,188.8,3095.68,1699.2,-0.659,70.32,65.21
AGR_Cen_2022_01959,Central_Zone,UP_Bundelkhand,2022,Kharif,Pulses,25.08,32.66,908.25,89.5,10.0,6.41,0.439,171.5,19.5,176.8,2456.14,2264.4,0.839,82.54,57.38
AGR_Cen_2023_01960,Central_Zone,UP_Bundelkhand,2023,Rabi,Soybean,18.74,26.17,175.63,55.15,11.04,6.53,0.618,207.1,24.5,135.0,2406.89,1494.6,-0.888,68.86,56.14
AGR_Cen_2022_01961,Central_Zone,MP_Narmada,2022,Rabi,Cotton,21.6,28.72,213.35,77.5,12.26,6.82,0.47,160.6,24.9,277.8,2574.6,1819.2,-0.727,74.94,67.93
AGR_Cen_2018_01962,Central_Zone,MP_Narmada,2018,Rabi,Maize,19.06,30.47,142.63,33.09,15.48,6.16,0.693,189.8,13.5,225.4,3573.98,1771.8,-0.889,69.67,69.59
AGR_Cen_2022_01963,Central_Zone,CG_Plains,2022,Kharif,Maize,21.98,34.59,1201.14,91.18,10.0,7.47,0.59,154.5,13.6,157.1,3944.09,2194.2,1.484,81.78,43.53
AGR_Cen_2019_01964,Central_Zone,MP_Narmada,2019,Zaid,Wheat,26.71,35.55,57.18,55.7,12.81,7.15,0.738,233.3,31.9,181.4,4382.24,2535.6,-1.085,80.68,62.46
AGR_Cen_2019_01965,Central_Zone,MP_Narmada,2019,Rabi,Cotton,19.99,29.07,120.26,59.97,11.66,7.52,0.574,150.6,32.3,186.7,1958.92,1743.6,-0.94,72.16,49.15
AGR_Cen_2023_01966,Central_Zone,JH_Plateau,2023,Kharif,Soybean,23.78,31.68,896.0,78.76,10.0,7.91,0.584,109.1,13.2,146.1,3079.2,2127.6,0.869,79.16,33.93
AGR_Cen_2022_01967,Central_Zone,MP_Narmada,2022,Kharif,Maize,21.47,34.68,954.07,76.1,10.0,6.26,0.274,188.1,16.6,158.1,3931.16,2169.0,0.968,79.34,57.96
AGR_Cen_2020_01968,Central_Zone,JH_Plateau,2020,Kharif,Pulses,23.72,34.39,1603.77,95.0,10.0,7.13,0.599,129.6,23.6,194.2,2062.62,2286.6,2.56,83.66,48.72
AGR_Cen_2021_01969,Central_Zone,CG_Plains,2021,Rabi,Maize,21.45,28.97,124.89,80.67,10.23,7.25,0.479,179.7,24.4,246.2,3377.19,1825.2,-0.995,75.37,62.11
AGR_Cen_2018_01970,Central_Zone,UP_Bundelkhand,2018,Rabi,Rice,20.66,29.42,214.02,66.42,13.56,7.25,0.957,112.6,20.6,246.5,4389.27,1804.8,-0.798,73.57,52.37
AGR_Cen_2021_01971,Central_Zone,CG_Plains,2021,Rabi,Rice,19.45,30.51,242.18,56.29,14.03,7.4,0.487,165.8,24.4,179.5,4430.55,1797.6,-0.725,72.4,49.96
AGR_Cen_2018_01972,Central_Zone,CG_Plains,2018,Rabi,Rice,21.31,30.71,248.86,62.27,14.92,6.3,0.395,201.7,21.2,179.3,4506.77,1921.2,-0.71,74.5,63.84
AGR_Cen_2019_01973,Central_Zone,CG_Plains,2019,Rabi,Wheat,20.89,34.84,182.37,48.93,10.0,6.5,0.849,140.0,22.3,169.2,4118.42,2143.8,-0.863,75.33,51.0
AGR_Cen_2019_01974,Central_Zone,MP_Narmada,2019,Rabi,Maize,20.25,33.63,87.51,49.14,14.64,7.66,0.695,145.1,27.7,150.6,3125.85,2032.8,-1.015,74.16,42.22
AGR_Cen_2018_01975,Central_Zone,MP_Narmada,2018,Kharif,Maize,24.97,32.95,1107.85,69.29,12.84,7.21,0.539,219.7,14.0,212.1,4214.98,2275.2,1.32,79.73,61.83
AGR_Cen_2019_01976,Central_Zone,CG_Plains,2019,Rabi,Rice,19.84,31.0,165.17,68.61,10.0,7.19,0.763,257.4,11.6,209.2,4888.82,1850.4,-0.902,74.37,66.51
AGR_Cen_2018_01977,Central_Zone,CG_Plains,2018,Rabi,Maize,19.0,27.48,166.22,77.72,10.0,5.87,0.684,200.0,32.7,253.5,3538.98,1588.8,-0.9,71.94,82.83
AGR_Cen_2020_01978,Central_Zone,JH_Plateau,2020,Zaid,Cotton,26.73,39.47,79.4,52.05,14.7,6.37,0.659,208.1,17.0,176.4,2005.69,2772.0,-1.082,82.67,63.03
AGR_Cen_2019_01979,Central_Zone,UP_Bundelkhand,2019,Zaid,Maize,25.89,35.15,43.25,47.58,11.65,6.54,0.709,171.6,22.2,198.5,3446.91,2462.4,-1.2,78.53,59.98
AGR_Cen_2023_01980,Central_Zone,MP_Narmada,2023,Kharif,Cotton,26.15,38.99,1636.57,95.0,12.61,6.12,0.583,168.1,14.3,294.1,2907.23,2708.4,2.531,89.81,77.86
AGR_Cen_2019_01981,Central_Zone,CG_Plains,2019,Rabi,Pulses,20.72,34.6,149.89,50.09,10.56,6.41,0.521,161.7,23.3,210.9,1613.39,2119.2,-0.938,75.22,61.76
AGR_Cen_2020_01982,Central_Zone,JH_Plateau,2020,Kharif,Maize,25.75,36.55,1266.91,95.0,10.0,6.8,0.482,184.3,30.8,318.1,4011.69,2538.0,1.755,87.33,78.41
AGR_Cen_2020_01983,Central_Zone,JH_Plateau,2020,Kharif,Cotton,23.975,29.38,567.35,70.59,10.0,6.5,0.653,200.9,29.4,210.7,3025.29,2001.3,0.083,76.48,67.85
AGR_Cen_2021_01984,Central_Zone,CG_Plains,2021,Kharif,Rice,25.94,35.09,734.54,80.46,10.0,6.43,0.62,237.3,22.7,201.6,5562.84,2461.8,0.409,83.86,71.79
AGR_Cen_2023_01985,Central_Zone,UP_Bundelkhand,2023,Kharif,Wheat,25.8,35.05,1423.3,95.0,10.0,7.82,0.209,176.9,15.6,212.7,4446.39,2451.0,2.053,86.06,51.82
AGR_Cen_2022_01986,Central_Zone,JH_Plateau,2022,Rabi,Pulses,19.03,28.71,112.08,55.9,12.85,6.26,0.269,201.7,18.8,194.2,1285.19,1664.4,-1.004,70.85,66.25
AGR_Cen_2020_01987,Central_Zone,JH_Plateau,2020,Kharif,Soybean,24.95,37.33,1083.12,87.07,10.0,8.07,0.493,185.4,24.1,205.0,3129.61,2536.8,1.316,85.97,51.36
AGR_Cen_2019_01988,Central_Zone,MP_Narmada,2019,Zaid,Soybean,26.83,37.97,77.41,69.42,12.4,7.35,0.471,168.9,22.6,252.4,2578.64,2688.0,-1.038,84.89,60.39
AGR_Cen_2019_01989,Central_Zone,JH_Plateau,2019,Zaid,Rice,26.21,39.65,102.59,48.1,12.33,5.86,0.426,163.5,19.9,147.6,3924.94,2751.6,-1.027,81.71,56.48
AGR_Cen_2021_01990,Central_Zone,CG_Plains,2021,Kharif,Maize,24.81,33.95,1693.26,92.93,13.05,8.36,0.383,184.2,24.6,174.1,4018.78,2325.6,2.617,83.92,45.8
AGR_Cen_2021_01991,Central_Zone,MP_Narmada,2021,Kharif,Soybean,23.995,31.38,681.24,68.15,10.0,7.34,0.535,225.8,27.8,295.8,3347.05,2122.5,0.344,77.67,74.85
AGR_Cen_2019_01992,Central_Zone,MP_Narmada,2019,Rabi,Wheat,21.06,30.98,221.32,53.21,13.57,6.74,0.369,143.8,17.4,186.2,3702.37,1922.4,-0.709,73.45,51.54
AGR_Cen_2021_01993,Central_Zone,JH_Plateau,2021,Kharif,Pulses,23.1,32.5,1141.84,91.75,10.0,7.58,0.352,116.2,22.9,221.4,2006.09,2136.0,1.456,81.03,47.56
AGR_Cen_2021_01994,Central_Zone,JH_Plateau,2021,Kharif,Maize,23.92,35.71,695.75,85.83,10.0,7.15,0.869,259.5,14.8,170.5,4865.62,2377.8,0.39,83.57,62.21
AGR_Cen_2018_01995,Central_Zone,JH_Plateau,2018,Kharif,Rice,22.1,35.85,1114.88,80.17,11.06,7.13,0.786,177.9,22.8,255.7,5252.64,2277.0,1.392,81.34,64.01
AGR_Cen_2021_01996,Central_Zone,JH_Plateau,2021,Kharif,Soybean,25.07,35.8,906.825,79.33,11.77,6.54,0.564,262.5,29.2,231.7,3385.32,2452.2,0.894,83.55,80.03
AGR_Cen_2023_01997,Central_Zone,MP_Narmada,2023,Rabi,Soybean,21.79,32.73,216.1,57.53,13.6,6.61,0.563,198.7,26.5,250.1,2638.39,2071.2,-0.721,75.66,71.91
AGR_Cen_2018_01998,Central_Zone,MP_Narmada,2018,Rabi,Pulses,19.59,29.1,178.72,35.88,13.67,7.02,0.719,159.7,17.7,265.3,1588.99,1721.4,-0.807,69.48,63.06
AGR_Cen_2018_01999,Central_Zone,UP_Bundelkhand,2018,Rabi,Pulses,18.25,27.57,198.82,62.54,13.23,6.05,0.637,171.3,21.7,186.2,1613.44,1549.2,-0.833,70.11,62.68
AGR_Cen_2020_02000,Central_Zone,MP_Narmada,2020,Rabi,Soybean,20.88,30.46,178.76,53.01,11.93,6.46,0.525,155.1,19.7,164.2,2408.56,1880.4,-0.806,72.96,52.48
AGR_Cen_2020_02001,Central_Zone,MP_Narmada,2020,Rabi,Rice,22.43,31.71,229.19,70.46,10.0,6.67,0.62,178.5,18.2,206.9,4796.1,2048.4,-0.691,77.05,60.51
AGR_Cen_2020_02002,Central_Zone,CG_Plains,2020,Zaid,Rice,26.0,35.98,63.72,52.65,11.03,7.16,0.48,270.1,17.9,203.4,4498.81,2518.8,-1.136,79.98,68.63
AGR_Cen_2022_02003,Central_Zone,JH_Plateau,2022,Kharif,Rice,21.94,29.35,1071.03,85.21,11.7,6.08,0.524,237.8,28.0,231.6,5205.92,1877.4,1.287,76.58,81.81
AGR_Cen_2018_02004,Central_Zone,CG_Plains,2018,Rabi,Pulses,18.86,31.58,217.23,48.15,11.91,7.5,0.64,149.2,28.2,261.5,1574.0,1826.4,-0.783,71.83,58.52
AGR_Cen_2023_02005,Central_Zone,UP_Bundelkhand,2023,Kharif,Cotton,25.18,34.02,310.22,63.95,10.0,6.35,0.668,147.7,22.3,221.2,2626.94,2352.0,-0.571,79.86,61.61
AGR_Cen_2019_02006,Central_Zone,CG_Plains,2019,Kharif,Wheat,23.3,34.84,668.32,74.33,10.0,6.75,0.775,195.0,14.5,216.8,4551.55,2288.4,0.256,80.63,63.16
AGR_Cen_2018_02007,Central_Zone,MP_Narmada,2018,Rabi,Cotton,20.76,28.89,155.16,66.97,12.71,7.33,0.426,254.0,18.8,207.8,2466.05,1779.0,-0.86,73.31,65.57
AGR_Cen_2022_02008,Central_Zone,MP_Narmada,2022,Rabi,Pulses,22.59,32.78,177.86,56.61,18.29,6.98,0.553,193.7,33.2,116.6,1556.57,2122.2,-0.809,76.13,49.21
AGR_Cen_2019_02009,Central_Zone,MP_Narmada,2019,Rabi,Pulses,19.13,31.08,173.84,49.34,12.22,7.12,0.437,241.4,18.3,229.9,1834.23,1812.6,-0.818,71.82,68.76
AGR_Cen_2023_02010,Central_Zone,JH_Plateau,2023,Rabi,Pulses,20.27,29.01,151.26,66.21,10.67,7.48,0.658,110.2,21.4,186.6,1397.13,1756.8,-0.911,72.96,42.54
AGR_Cen_2022_02011,Central_Zone,CG_Plains,2022,Rabi,Rice,18.4,28.56,191.97,54.71,10.0,5.96,0.793,201.5,13.5,247.2,4847.73,1617.6,-0.841,70.21,77.55
AGR_Cen_2023_02012,Central_Zone,JH_Plateau,2023,Rabi,Cotton,18.84,30.87,230.43,57.21,10.16,6.35,0.69,191.3,25.1,110.0,2518.3,1782.6,-0.721,72.32,51.4
AGR_Cen_2021_02013,Central_Zone,MP_Narmada,2021,Kharif,Soybean,26.07,33.18,815.92,86.08,10.0,6.94,0.547,227.5,27.3,211.5,3346.94,2355.0,0.652,83.29,67.19
AGR_Cen_2021_02014,Central_Zone,JH_Plateau,2021,Zaid,Maize,24.8,36.94,101.47,56.46,11.36,7.06,0.611,226.9,18.1,164.1,3684.25,2504.4,-1.03,80.45,57.95
AGR_Cen_2018_02015,Central_Zone,JH_Plateau,2018,Kharif,Cotton,22.29,34.39,552.77,70.76,11.47,6.37,0.568,210.5,21.2,137.8,2997.23,2200.8,0.049,79.01,58.01
AGR_Cen_2021_02016,Central_Zone,CG_Plains,2021,Kharif,Pulses,23.31,37.24,411.62,74.97,10.42,6.87,0.34,199.5,10.0,199.0,2206.39,2433.0,-0.335,82.6,59.46
AGR_Cen_2022_02017,Central_Zone,MP_Narmada,2022,Kharif,Maize,25.51,37.49,752.22,62.44,12.33,6.21,0.653,163.1,17.2,145.0,3940.06,2580.0,0.506,82.34,52.38
AGR_Cen_2019_02018,Central_Zone,CG_Plains,2019,Rabi,Cotton,20.8,32.68,68.47,53.96,17.92,6.66,0.813,215.7,22.3,221.4,2065.13,2008.8,-1.125,74.5,68.98
AGR_Cen_2022_02019,Central_Zone,CG_Plains,2022,Rabi,Maize,19.7,30.84,124.96,65.36,12.79,6.76,0.587,179.1,17.2,199.5,3445.07,1832.4,-0.995,73.79,58.55
AGR_Cen_2021_02020,Central_Zone,JH_Plateau,2021,Kharif,Pulses,20.91,32.79,1063.37,87.56,10.0,6.17,0.725,178.1,20.4,239.2,2260.12,2022.0,1.268,78.87,70.94
AGR_Cen_2020_02021,Central_Zone,UP_Bundelkhand,2020,Kharif,Rice,23.19,36.43,924.85,76.56,10.0,5.84,0.312,220.0,26.5,200.4,5038.32,2377.2,0.878,82.12,76.52
AGR_Cen_2020_02022,Central_Zone,JH_Plateau,2020,Kharif,Pulses,23.83,34.99,1024.1,95.0,10.61,6.55,0.671,142.9,13.4,188.5,2364.75,2329.2,1.175,84.28,52.64
AGR_Cen_2021_02023,Central_Zone,JH_Plateau,2021,Kharif,Wheat,25.21,35.65,656.65,69.12,11.2,6.77,0.49,155.6,14.5,259.7,4575.11,2451.6,0.297,81.89,63.49
AGR_Cen_2023_02024,Central_Zone,JH_Plateau,2023,Rabi,Wheat,20.47,29.99,193.76,66.84,12.92,6.93,0.488,220.4,25.7,181.5,4189.52,1827.6,-0.809,73.89,61.7
AGR_Cen_2018_02025,Central_Zone,MP_Narmada,2018,Rabi,Maize,22.73,33.58,249.36,53.74,11.84,7.52,0.57,172.3,21.4,184.4,3842.95,2178.6,-0.645,76.37,50.28
AGR_Cen_2018_02026,Central_Zone,UP_Bundelkhand,2018,Kharif,Pulses,23.85,34.84,969.29,70.16,10.0,7.34,0.651,171.9,28.5,209.5,2411.3,2321.4,0.983,80.43,55.84
AGR_Cen_2021_02027,Central_Zone,MP_Narmada,2021,Kharif,Cotton,23.93,32.77,1276.66,88.06,10.45,6.89,0.328,160.4,29.3,178.1,2827.29,2202.0,1.707,81.45,53.38
AGR_Cen_2021_02028,Central_Zone,UP_Bundelkhand,2021,Rabi,Pulses,19.82,33.44,168.44,58.28,10.0,6.97,0.203,163.6,25.8,191.9,1210.31,1995.6,-0.905,74.89,54.71
AGR_Cen_2020_02029,Central_Zone,JH_Plateau,2020,Rabi,Cotton,19.17,27.53,124.54,37.67,14.85,5.93,0.486,280.0,24.2,224.9,2260.44,1602.0,-0.974,68.49,89.22
AGR_Cen_2021_02030,Central_Zone,MP_Narmada,2021,Kharif,Soybean,24.71,37.75,834.96,81.99,10.0,7.29,0.882,149.0,23.3,180.8,3425.6,2547.6,0.696,85.26,48.44
AGR_Cen_2018_02031,Central_Zone,UP_Bundelkhand,2018,Rabi,Cotton,20.0,33.12,85.29,53.51,11.65,6.65,0.534,168.1,22.6,195.0,2142.9,1987.2,-1.101,74.21,58.0
AGR_Cen_2019_02032,Central_Zone,CG_Plains,2019,Kharif,Maize,24.46,35.87,1150.36,77.01,10.0,5.8,0.441,268.7,17.7,150.0,4761.45,2419.8,1.367,82.75,75.24
AGR_Cen_2018_02033,Central_Zone,MP_Narmada,2018,Zaid,Soybean,27.39,37.44,85.46,65.13,13.32,7.23,0.475,138.7,24.7,259.8,2245.77,2689.8,-1.02,84.13,58.53
AGR_Cen_2019_02034,Central_Zone,UP_Bundelkhand,2019,Rabi,Maize,18.4,26.97,183.71,58.32,10.69,6.75,0.325,152.8,22.9,217.2,2995.11,1522.2,-0.869,69.44,58.21
AGR_Cen_2023_02035,Central_Zone,UP_Bundelkhand,2023,Kharif,Pulses,24.29,31.48,896.33,68.43,12.71,6.59,0.599,190.2,15.7,250.7,2384.62,2146.2,0.811,78.0,69.29
AGR_Cen_2020_02036,Central_Zone,UP_Bundelkhand,2020,Zaid,Soybean,25.26,32.89,87.26,55.56,14.18,6.54,0.32,235.7,25.2,313.0,2626.75,2289.0,-1.096,77.87,87.75
AGR_Cen_2018_02037,Central_Zone,CG_Plains,2018,Kharif,Cotton,25.28,38.4,832.35,79.3,11.42,7.29,0.81,193.7,27.2,208.1,2979.22,2620.8,0.634,85.78,58.85
AGR_Cen_2018_02038,Central_Zone,CG_Plains,2018,Rabi,Wheat,19.59,27.77,213.91,54.71,14.3,6.37,0.562,107.5,20.4,136.4,3521.6,1641.6,-0.79,70.48,41.49
AGR_Cen_2023_02039,Central_Zone,UP_Bundelkhand,2023,Rabi,Pulses,20.77,32.93,159.33,38.98,13.51,6.87,0.485,193.6,11.5,183.5,1748.99,2022.0,-0.926,72.77,56.56
AGR_Cen_2023_02040,Central_Zone,UP_Bundelkhand,2023,Zaid,Rice,25.14,33.19,150.14,54.88,11.01,7.16,0.556,231.3,22.5,148.0,4925.13,2299.8,-0.948,77.89,56.12
AGR_Cen_2023_02041,Central_Zone,MP_Narmada,2023,Kharif,Pulses,23.66,30.67,874.08,84.77,10.0,6.64,0.712,229.1,21.3,164.3,2304.7,2059.8,0.785,79.04,62.45
AGR_Cen_2018_02042,Central_Zone,JH_Plateau,2018,Rabi,Pulses,19.92,27.83,185.72,30.0,17.32,8.07,0.703,199.8,17.2,205.8,1714.19,1665.0,-0.828,68.37,52.39
AGR_Cen_2020_02043,Central_Zone,JH_Plateau,2020,Kharif,Wheat,25.13,36.45,690.79,90.52,10.0,6.58,0.72,204.6,22.8,117.8,4637.02,2494.8,0.378,85.96,52.46
AGR_Cen_2021_02044,Central_Zone,UP_Bundelkhand,2021,Kharif,Maize,22.47,34.06,1330.03,77.81,10.0,5.5,0.716,112.9,18.4,230.2,3841.97,2191.8,1.834,79.88,65.73
AGR_Cen_2022_02045,Central_Zone,JH_Plateau,2022,Kharif,Rice,25.49,37.22,1004.16,95.0,10.0,6.61,0.581,176.4,21.1,192.7,4948.24,2562.6,1.127,87.69,59.03
AGR_Cen_2018_02046,Central_Zone,UP_Bundelkhand,2018,Kharif,Pulses,23.43,34.85,855.84,52.86,12.23,7.2,0.669,179.8,22.8,221.7,2334.77,2296.8,0.716,77.56,58.93
AGR_Cen_2023_02047,Central_Zone,CG_Plains,2023,Kharif,Pulses,21.81,32.13,1031.87,69.38,10.0,7.04,0.407,127.7,18.9,307.0,1952.93,2036.4,1.094,76.77,64.43
AGR_Cen_2020_02048,Central_Zone,CG_Plains,2020,Rabi,Wheat,19.72,30.3,182.37,53.46,11.12,6.51,0.506,202.3,26.5,231.0,3799.94,1801.2,-0.863,72.13,70.63
AGR_Cen_2021_02049,Central_Zone,UP_Bundelkhand,2021,Rabi,Rice,20.05,29.37,98.73,47.47,12.27,6.44,0.652,178.6,26.5,213.2,4138.25,1765.2,-1.069,71.11,64.95
AGR_Cen_2022_02050,Central_Zone,CG_Plains,2022,Rabi,Cotton,18.68,32.28,176.06,45.49,14.27,6.3,0.467,187.4,16.0,236.3,2123.18,1857.6,-0.877,71.87,69.79
AGR_Cen_2021_02051,Central_Zone,CG_Plains,2021,Rabi,Maize,22.04,35.01,181.71,70.94,16.54,6.91,0.625,179.5,27.7,229.3,3502.09,2223.0,-0.864,79.31,63.17
AGR_Cen_2022_02052,Central_Zone,MP_Narmada,2022,Rabi,Maize,19.83,30.26,234.59,48.94,14.54,6.35,0.851,233.6,25.0,266.6,3826.95,1805.4,-0.679,71.69,82.71
AGR_Cen_2022_02053,Central_Zone,CG_Plains,2022,Rabi,Soybean,19.3,26.92,180.92,51.49,14.51,7.47,0.596,182.6,19.6,144.9,2538.86,1573.2,-0.866,69.42,46.47
AGR_Cen_2018_02054,Central_Zone,CG_Plains,2018,Kharif,Wheat,24.96,33.77,1135.1,89.66,10.0,5.83,0.493,198.1,33.8,208.4,4416.74,2323.8,1.332,83.4,75.52
AGR_Cen_2022_02055,Central_Zone,JH_Plateau,2022,Rabi,Cotton,19.95,25.32,189.83,64.8,10.0,6.2,0.599,145.4,18.7,249.2,2014.79,1516.2,-0.818,69.91,66.66
AGR_Cen_2023_02056,Central_Zone,JH_Plateau,2023,Rabi,Wheat,20.67,28.29,243.32,66.63,10.0,6.8,0.631,171.1,15.9,210.7,3773.85,1737.6,-0.691,72.77,58.49
AGR_Cen_2020_02057,Central_Zone,UP_Bundelkhand,2020,Kharif,Maize,24.94,37.4,1649.26,79.215,10.0,6.44,0.477,197.2,24.1,183.5,3986.15,2540.4,2.586,84.7,62.86
AGR_Cen_2020_02058,Central_Zone,MP_Narmada,2020,Kharif,Maize,25.38,33.42,1174.46,93.48,11.61,7.26,0.511,184.5,23.3,196.4,3992.36,2328.0,1.473,84.04,55.67
AGR_Cen_2022_02059,Central_Zone,UP_Bundelkhand,2022,Rabi,Cotton,17.83,26.12,168.88,63.72,13.66,6.74,0.932,184.2,15.4,140.4,2267.09,1437.0,-0.904,68.87,50.45
AGR_Cen_2022_02060,Central_Zone,JH_Plateau,2022,Rabi,Maize,19.47,27.37,143.73,51.71,13.17,6.94,0.445,97.0,33.3,263.9,2685.73,1610.4,-0.929,69.85,56.8
AGR_Cen_2023_02061,Central_Zone,MP_Narmada,2023,Kharif,Cotton,24.82,38.24,1473.6,94.61,10.0,6.94,0.475,183.1,20.5,225.2,3031.78,2583.6,2.158,87.93,61.79
AGR_Cen_2023_02062,Central_Zone,JH_Plateau,2023,Kharif,Cotton,26.86,37.96,728.69,70.66,11.72,6.75,0.634,126.5,11.1,169.0,2890.04,2689.2,0.469,85.12,45.42
AGR_Cen_2020_02063,Central_Zone,CG_Plains,2020,Rabi,Cotton,19.87,31.38,357.3,60.38,11.6,7.17,0.261,147.1,20.7,187.7,2421.1,1875.0,-0.46,73.74,49.58
AGR_Cen_2021_02064,Central_Zone,CG_Plains,2021,Rabi,Cotton,19.23,30.3,176.62,73.23,10.84,7.32,0.483,173.9,23.8,204.9,2176.35,1771.8,-0.876,73.88,55.0
AGR_Cen_2022_02065,Central_Zone,UP_Bundelkhand,2022,Zaid,Cotton,24.81,37.43,91.63,62.9,12.2,7.81,0.664,179.7,16.9,118.6,2234.48,2534.4,-1.086,81.88,40.36
AGR_Cen_2018_02066,Central_Zone,UP_Bundelkhand,2018,Kharif,Cotton,23.1,33.72,1224.0,94.66,10.0,5.95,0.68,211.0,12.5,192.5,3139.02,2209.2,1.584,82.48,69.92
AGR_Cen_2019_02067,Central_Zone,UP_Bundelkhand,2019,Rabi,Maize,21.43,34.92,209.65,68.67,12.04,6.93,0.363,170.1,19.3,165.2,3807.62,2181.0,-0.808,78.47,51.17
AGR_Cen_2019_02068,Central_Zone,JH_Plateau,2019,Rabi,Cotton,19.95,33.91,212.28,30.0,14.12,6.83,0.423,103.1,27.6,153.6,2434.35,2031.6,-0.765,71.73,41.63
AGR_Cen_2021_02069,Central_Zone,CG_Plains,2021,Kharif,Wheat,21.77,33.41,1583.73,95.0,10.0,7.55,0.625,207.1,26.4,223.4,4818.77,2110.8,2.365,81.1,60.52
AGR_Cen_2019_02070,Central_Zone,UP_Bundelkhand,2019,Zaid,Rice,28.56,40.66,110.87,47.65,14.06,5.92,0.689,203.1,20.4,331.6,4569.61,2953.2,-1.041,83.77,93.77
AGR_Cen_2023_02071,Central_Zone,MP_Narmada,2023,Rabi,Rice,21.77,33.65,178.72,57.03,12.34,6.77,0.715,212.0,17.3,240.0,4917.05,2125.2,-0.807,76.22,69.32
AGR_Cen_2019_02072,Central_Zone,UP_Bundelkhand,2019,Kharif,Maize,28.13,36.9,577.85,79.215,10.0,7.54,0.573,154.6,17.8,285.2,3887.38,2701.8,0.06,86.84,60.69
